iter	MAE	RMSE
885	0.2859952737	0.3673951933
886	0.2858366292	0.3672395195
887	0.2857113901	0.3671305505
888	0.2853809977	0.366639734
889	0.2852262089	0.3663225448
890	0.2849887189	0.3660887312
891	0.2847961468	0.3658852471
892	0.2845248202	0.365449116
893	0.2842820703	0.3652160489
894	0.2840025545	0.3649743371
895	0.2838374415	0.3647390338
896	0.283281753	0.3638031404
897	0.2831486957	0.3637134764
898	0.2830719965	0.3636431893
899	0.2825602114	0.3629904008
900	0.282424783	0.3629193281
901	0.2822834308	0.3627560564
902	0.2820551224	0.362548592
903	0.281848645	0.3622109313
904	0.2817505506	0.3620039392
905	0.2816262198	0.361823123
906	0.2815246357	0.3617332627
907	0.2812754761	0.3612243279
908	0.2811433178	0.3610810032
909	0.2807370966	0.3605732486
910	0.2806334187	0.3605241078
911	0.2805019253	0.3603702286
912	0.2804182872	0.3602861977
913	0.2800614553	0.3597633759
914	0.2799421922	0.3596109193
915	0.2798179019	0.3593975616
916	0.2794486562	0.3590910743
917	0.2793576159	0.3589527917
918	0.2790889142	0.3585929054
919	0.2790264744	0.358548774
920	0.2789654911	0.3585053969
921	0.2788633487	0.3582974529
922	0.2787730724	0.3581622031
923	0.2786090289	0.357913333
924	0.278377634	0.3574286147
925	0.2781764899	0.3571620148
926	0.278048856	0.357007501
927	0.2779476894	0.3568652716
928	0.2778916671	0.3568210095
929	0.2776653455	0.3565982557
930	0.2774568549	0.3563784269
931	0.2771973196	0.356043129
932	0.2770798472	0.3558811332
933	0.2766114981	0.355053267
934	0.2765040481	0.354710182
935	0.2764037855	0.3545612262
936	0.2763274872	0.3544467585
937	0.2761949645	0.3542747107
938	0.2760041208	0.3540783086
939	0.2758928468	0.3539487122
940	0.2757136522	0.3537019694
941	0.2756079666	0.3535828856
942	0.2755582497	0.3535473262
943	0.275531307	0.3535278819
944	0.2754910537	0.3534962267
945	0.2754305011	0.3533686975
946	0.2753930151	0.3533424354
947	0.2753392347	0.3533106745
948	0.2752038826	0.353057801
949	0.2748278243	0.3524596372
950	0.2746360372	0.3521085348
951	0.2745805135	0.3520837782
952	0.274191726	0.3517133191
953	0.273841149	0.3513021877
954	0.273672007	0.3510960359
955	0.2734914283	0.3508443325
956	0.2733229777	0.3507496999
957	0.2730754975	0.3504052865
958	0.2730094322	0.3502426014
959	0.2727459124	0.3499401516
960	0.2726581322	0.3498916356
961	0.2724444237	0.3495931948
962	0.272310826	0.3493503534
963	0.2722225873	0.3493071658
964	0.2719411603	0.3488138956
965	0.2718613729	0.348699191
966	0.2716052952	0.3482911133
967	0.2715353255	0.3482530324
968	0.2712914089	0.3478883625
969	0.2712427993	0.3478618603
970	0.2710746598	0.3476157317
971	0.270829064	0.3472800964
972	0.2706951176	0.3470942231
973	0.270621522	0.3470109745
974	0.2705689413	0.3469781946
975	0.2703659333	0.3466060879
976	0.2702283359	0.3464884164
977	0.2698871788	0.3461507136
978	0.2697916257	0.3460875176
979	0.2697529498	0.3460710113
980	0.2693823767	0.3456503177
981	0.2692197588	0.3454999039
982	0.2689829721	0.3451504389
983	0.2689286092	0.3450846055
984	0.2687058181	0.3447684
985	0.2684472326	0.3445183546
986	0.2683282067	0.3442928742
987	0.2682090923	0.3440637553
988	0.2680645841	0.3439553859
989	0.267883033	0.3436294946
990	0.2677944524	0.3434355685
991	0.2676984701	0.3432931792
992	0.2675602519	0.3430974964
993	0.2674720328	0.3430422103
994	0.2673965737	0.3430080113
995	0.26736741	0.3429931295
996	0.2672570384	0.3428780728
997	0.267076302	0.3426761626
998	0.2669583323	0.3424673843
999	0.2668008639	0.3422972507
